packet_length,inter_arrival_time,ttl,is_tcp,is_udp,is_icmp,src_port,dst_port,syn_flag,ack_flag,fin_flag,rst_flag,is_well_known_port
89,0.000914,128,1,0,0,52972,443,0,1,0,0,0
504,0.008436,57,1,0,0,443,52972,0,1,0,0,0
174,0.0,57,1,0,0,443,52972,0,1,0,0,0
54,7.2e-05,128,1,0,0,52972,443,0,1,0,0,0
54,0.028041,57,1,0,0,443,52972,0,1,0,0,0
66,0.154575,100,1,0,0,443,54447,0,1,0,0,0
213,0.037296,1,0,1,0,58541,1900,0,0,0,0,0
90,0.291824,128,1,0,0,55886,443,0,1,0,0,0
54,0.224043,246,1,0,0,443,55886,0,1,0,0,0
120,0.017733,60,0,1,0,443,56461,0,0,0,0,0
64,0.0,60,0,1,0,443,56461,0,0,0,0,0
75,0.013355,128,0,1,0,56461,443,0,0,0,0,0
257,0.000738,128,0,1,0,49365,443,0,0,0,0,0
253,0.00016,128,0,1,0,49365,443,0,0,0,0,0
70,0.030483,60,0,1,0,443,49365,0,0,0,0,0
742,0.0,60,0,1,0,443,49365,0,0,0,0,0
64,0.0,60,0,1,0,443,49365,0,0,0,0,0
77,0.000229,128,0,1,0,49365,443,0,0,0,0,0
88,0.007982,128,0,1,0,49365,443,0,0,0,0,0
1292,0.000848,128,0,1,0,49259,443,0,0,0,0,0
1292,8.9e-05,128,0,1,0,49259,443,0,0,0,0,0
119,0.000174,128,0,1,0,49259,443,0,0,0,0,0
572,0.000302,128,0,1,0,49259,443,0,0,0,0,0
60,0.028631,0,0,0,0,0,0,0,0,0,0,0
82,3.1e-05,60,0,1,0,443,49259,0,0,0,0,0
71,0.0,60,0,1,0,443,49365,0,0,0,0,0
75,0.001661,128,0,1,0,49365,443,0,0,0,0,0
80,0.029157,60,0,1,0,443,49365,0,0,0,0,0
75,0.000415,128,0,1,0,49365,443,0,0,0,0,0
1292,0.016014,128,0,1,0,49259,443,0,0,0,0,0
1292,0.027156,60,0,1,0,443,49259,0,0,0,0,0
1292,0.000508,60,0,1,0,443,49259,0,0,0,0,0
346,0.001023,60,0,1,0,443,49259,0,0,0,0,0
988,0.0,60,0,1,0,443,49259,0,0,0,0,0
95,0.0,60,0,1,0,443,49259,0,0,0,0,0
66,0.0,60,0,1,0,443,49259,0,0,0,0,0
1292,0.000263,128,0,1,0,49259,443,0,0,0,0,0
73,0.000112,128,0,1,0,49259,443,0,0,0,0,0
116,7.1e-05,128,0,1,0,49259,443,0,0,0,0,0
162,0.02591,60,0,1,0,443,49259,0,0,0,0,0
64,0.0,60,0,1,0,443,49259,0,0,0,0,0
65,0.0,60,0,1,0,443,49259,0,0,0,0,0
73,0.000155,128,0,1,0,49259,443,0,0,0,0,0
241,0.193447,60,0,1,0,443,49259,0,0,0,0,0
63,0.0,60,0,1,0,443,49259,0,0,0,0,0
77,0.004662,128,0,1,0,49259,443,0,0,0,0,0
556,0.035628,128,0,1,0,56461,443,0,0,0,0,0
66,0.016939,60,0,1,0,443,49259,0,0,0,0,0
71,0.01777,60,0,1,0,443,56461,0,0,0,0,0
75,0.021445,128,0,1,0,56461,443,0,0,0,0,0
213,0.015393,1,0,1,0,58541,1900,0,0,0,0,0
127,0.181853,60,0,1,0,443,56461,0,0,0,0,0
79,0.015745,128,0,1,0,56461,443,0,0,0,0,0
173,0.033817,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0002,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
620,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.000177,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1494,0.0,128,1,0,0,54447,443,0,1,0,0,0
1142,0.0,128,1,0,0,54447,443,0,1,0,0,0
72,0.028995,128,0,1,0,56461,443,0,0,0,0,0
68,0.027293,60,0,1,0,443,56461,0,0,0,0,0
54,0.162419,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
54,0.0,100,1,0,0,443,54447,0,1,0,0,0
153,0.000662,100,1,0,0,443,54447,0,1,0,0,0
54,0.040759,128,1,0,0,54447,443,0,1,0,0,0
60,0.123939,0,0,0,0,0,0,0,0,0,0,0
213,0.40905,1,0,1,0,58541,1900,0,0,0,0,0
60,0.612891,0,0,0,0,0,0,0,0,0,0,0
90,0.604805,128,1,0,0,61934,443,0,1,0,0,0
